med,med_class,super_class,pharm class,theraputic class,route
imitrex,triptan,migraine products,migraine products,analgesics & anesthetics,
naratriptan hcl,triptan,migraine products,migraine products,analgesics & anesthetics,
relpax,triptan,migraine products,migraine products,analgesics & anesthetics,
rizatriptan benzoate,triptan,migraine products,migraine products,analgesics & anesthetics,
sumatriptan,triptan,migraine products,migraine products,analgesics & anesthetics,
sumatriptan succinate,triptan,migraine products,migraine products,analgesics & anesthetics,
zembrace symtouch,triptan,migraine products,migraine products,analgesics & anesthetics,
zolmitriptan,triptan,migraine products,migraine products,analgesics & anesthetics,
erenumab-aooe,cgrpr-blocker,migraine products,migraine products,analgesics & anesthetics,
galcanezumab-gnlm,cgrpr-blocker,migraine products,migraine products,analgesics & anesthetics,
magnesium citrate,laxatives,laxatives,minerals & electrolytes,nutritional products,
calcium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium & vit d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium + d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium + d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium carb-cholecalciferol,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium carbonate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium carbonate-vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium carbonate-vitamin d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate + d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate + d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate-mag-minerals,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate-vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium citrate+d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium gluconate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium gummies,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium hightency/vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium magnesium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium plus vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium soft chews,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-carb,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-magnesium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-magnesium-vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-magnesium-vitamin d er,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-magnesium-zinc,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-vitamin d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium/c/d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium/d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium/vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
caltrate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
caltrate minis plus minerals,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
cvs calcium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
ethedent,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
klor-con,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
klor-con m10,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
klor-con m20,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium oxide,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium oxide -mg supplement,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium-oxide,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
zinc,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
zinc gluconate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
zinc sulfate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
zinc-220,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
boron,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
cal-mag-zinc,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
cal-mag-zinc-d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcitrate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium carbonate-vit d-min,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-phosphorus-vitamin d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-vitamin d-vitamin k,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
calcium-vitamins c & d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
chromium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
citracal,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
citracal slow release,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
citrus calcium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
cvs triple magnesium complex,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
fluoride,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
k phos mono-sod phos di & mono,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
kcl in dextrose-nacl,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
liquid calcium with d3,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
mag64,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium chloride,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium cl-calcium carbonate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium gluconate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
magnesium glycinate plus,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
multiple minerals-vitamins,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
oysco,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
oyster calcium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
oyster shell,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
oyster shell calcium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
oyster shell calcium + d,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
phosphorus supplement,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium & sodium phosphates,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium chloride,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium chloride crys er,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium chloride er,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
potassium citrate,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
selenimin,minerals & electrolytes,nutritional products,minerals & electrolytes,nutritional products,
